"row_id","order_id","order_date","ship_date","customer_id","product_id","quantity","discount","sales","profit","ship_mode"
"729","ORD-06296","2023-06-17","2023-06-21","CUST-0211","PROD-0011","5","0.15","1912.93","202.02","Standard Class"
"730","ORD-00512","2025-02-23","2025-03-02","CUST-0043","PROD-0006","12","0.05","8064.82","3265.18","Second Class"
"731","ORD-04881","2025-12-25","2025-12-27","CUST-0223","PROD-0011","4","0.00","1800.40","431.68","Standard Class"
"732","ORD-02111","2025-05-23","2025-05-24","CUST-0167","PROD-0006","4","0.05","2688.27","1088.39","Same Day"
"733","ORD-04809","2024-02-10","2024-02-12","CUST-0240","PROD-0027","12","0.05","805.98","328.14","First Class"
"734","ORD-02250","2025-11-21","2025-11-24","CUST-0058","PROD-0013","4","0.00","2070.64","835.44","Standard Class"
"735","ORD-04571","2025-04-04","2025-04-11","CUST-0178","PROD-0031","8","0.10","1270.01","241.29","Standard Class"
"736","ORD-00692","2025-01-19","2025-01-21","CUST-0022","PROD-0020","12","0.10","573.80","207.08","Second Class"
"737","ORD-04459","2023-08-28","2023-09-04","CUST-0235","PROD-0039","12","0.00","7729.92","2711.88","Standard Class"
"738","ORD-03673","2025-10-30","2025-11-05","CUST-0164","PROD-0016","5","0.15","154.28","33.68","Second Class"
"739","ORD-00615","2023-11-20","2023-11-21","CUST-0205","PROD-0011","3","0.05","1282.79","256.25","Standard Class"
"740","ORD-05482","2025-09-22","2025-09-29","CUST-0167","PROD-0008","10","0.05","1398.68","533.48","Standard Class"
"741","ORD-01605","2025-12-15","2025-12-19","CUST-0096","PROD-0025","5","0.05","166.44","72.69","Standard Class"
"742","ORD-00564","2024-04-07","2024-04-11","CUST-0248","PROD-0018","7","0.15","466.66","114.98","Standard Class"
"743","ORD-05676","2023-03-04","2023-03-06","CUST-0044","PROD-0004","12","0.00","6986.28","3103.20","Standard Class"
"744","ORD-05311","2024-09-20","2024-09-23","CUST-0079","PROD-0009","11","0.05","4790.91","1925.74","Standard Class"
"745","ORD-00726","2025-05-31","2025-06-03","CUST-0015","PROD-0011","3","0.00","1350.30","323.76","Standard Class"
"746","ORD-00294","2024-10-31","2024-11-04","CUST-0012","PROD-0026","4","0.00","309.16","133.00","Second Class"
"747","ORD-02936","2025-03-11","2025-03-12","CUST-0223","PROD-0012","3","0.20","663.77","124.28","Standard Class"
"748","ORD-04341","2024-07-21","2024-07-26","CUST-0088","PROD-0004","6","0.00","3493.14","1551.60","Standard Class"
"749","ORD-04848","2023-10-01","2023-10-05","CUST-0172","PROD-0007","10","0.00","4096.50","1210.90","First Class"
"750","ORD-00248","2025-05-19","2025-05-22","CUST-0204","PROD-0018","2","0.05","149.02","48.54","Standard Class"
"751","ORD-02767","2025-08-10","2025-08-13","CUST-0153","PROD-0020","7","0.00","371.91","157.99","Standard Class"
"752","ORD-01373","2025-09-03","2025-09-10","CUST-0250","PROD-0007","10","0.05","3891.67","1006.07","First Class"
"753","ORD-06302","2025-07-24","2025-07-26","CUST-0219","PROD-0019","11","0.10","1025.44","387.11","Second Class"
"754","ORD-01006","2024-05-12","2024-05-16","CUST-0098","PROD-0021","11","0.05","728.26","161.21","Standard Class"
"755","ORD-01540","2024-10-27","2024-10-28","CUST-0142","PROD-0012","12","0.05","3152.90","994.94","Standard Class"
"756","ORD-04476","2024-03-22","2024-03-27","CUST-0060","PROD-0002","8","0.20","894.98","185.62","Standard Class"
"757","ORD-01160","2024-02-14","2024-02-20","CUST-0218","PROD-0029","11","0.20","410.26","80.48","Same Day"
"758","ORD-05146","2025-10-31","2025-11-03","CUST-0152","PROD-0021","11","0.10","689.93","122.88","Standard Class"
"759","ORD-06361","2025-04-14","2025-04-21","CUST-0135","PROD-0024","11","0.05","926.08","392.80","Standard Class"
"760","ORD-05752","2024-03-22","2024-03-26","CUST-0081","PROD-0023","2","0.15","11.10","1.82","Standard Class"
"761","ORD-03895","2024-10-29","2024-10-30","CUST-0224","PROD-0007","6","0.05","2335.00","603.64","Standard Class"
"762","ORD-06419","2024-09-27","2024-09-28","CUST-0048","PROD-0012","6","0.00","1659.42","580.44","Second Class"
"763","ORD-02044","2023-08-18","2023-08-19","CUST-0136","PROD-0013","10","0.00","5176.60","2088.60","Same Day"
"764","ORD-05620","2024-03-11","2024-03-18","CUST-0216","PROD-0015","2","0.05","169.31","51.15","Standard Class"
"765","ORD-05492","2023-08-05","2023-08-06","CUST-0106","PROD-0036","10","0.05","4715.70","1107.60","Second Class"
"766","ORD-04477","2025-06-08","2025-06-13","CUST-0242","PROD-0007","5","0.05","1945.84","503.04","Second Class"
"767","ORD-01498","2024-04-10","2024-04-13","CUST-0212","PROD-0001","1","0.00","457.38","178.26","Standard Class"
"768","ORD-05912","2024-10-12","2024-10-19","CUST-0173","PROD-0004","11","0.15","5443.48","1883.99","Second Class"
"769","ORD-02584","2024-07-03","2024-07-09","CUST-0043","PROD-0017","12","0.15","954.62","356.18","Standard Class"
"770","ORD-03794","2024-08-15","2024-08-18","CUST-0106","PROD-0024","8","0.10","638.06","250.22","Standard Class"
"771","ORD-03840","2025-10-19","2025-10-25","CUST-0066","PROD-0033","12","0.00","9480.12","3609.24","Standard Class"
"772","ORD-06172","2025-08-02","2025-08-09","CUST-0143","PROD-0035","2","0.00","836.88","265.48","Standard Class"
"773","ORD-05003","2025-01-05","2025-01-12","CUST-0096","PROD-0004","11","0.20","5123.27","1563.78","First Class"
"774","ORD-02620","2025-02-24","2025-03-03","CUST-0063","PROD-0009","8","0.00","3667.68","1583.92","First Class"
"775","ORD-04182","2024-03-07","2024-03-13","CUST-0080","PROD-0040","9","0.00","808.65","226.71","First Class"
"776","ORD-02575","2025-02-16","2025-02-19","CUST-0177","PROD-0008","1","0.15","125.15","38.63","Second Class"
"777","ORD-01121","2024-11-26","2024-11-28","CUST-0004","PROD-0027","3","0.00","212.10","92.64","Standard Class"
"778","ORD-03731","2024-05-26","2024-06-02","CUST-0084","PROD-0029","5","0.00","233.10","83.20","Standard Class"
"779","ORD-06250","2024-08-29","2024-09-02","CUST-0216","PROD-0037","3","0.00","2177.82","853.47","First Class"
"780","ORD-06016","2025-11-23","2025-11-29","CUST-0068","PROD-0039","1","0.00","644.16","225.99","Same Day"
"781","ORD-02359","2025-04-21","2025-04-25","CUST-0133","PROD-0026","10","0.15","656.97","216.57","Same Day"
"782","ORD-05149","2023-06-27","2023-06-30","CUST-0034","PROD-0001","6","0.00","2744.28","1069.56","Standard Class"
"783","ORD-00399","2025-03-25","2025-03-28","CUST-0009","PROD-0029","6","0.15","237.76","57.88","Standard Class"
"784","ORD-01930","2025-04-24","2025-04-29","CUST-0083","PROD-0015","2","0.00","178.22","60.06","Second Class"
"785","ORD-01855","2025-01-24","2025-01-29","CUST-0225","PROD-0003","11","0.00","1581.36","524.37","Second Class"
"786","ORD-01529","2025-03-25","2025-03-29","CUST-0186","PROD-0014","4","0.00","747.84","297.40","Second Class"
"787","ORD-04971","2024-08-02","2024-08-09","CUST-0064","PROD-0032","6","0.05","1020.13","269.11","Standard Class"
"788","ORD-02191","2024-05-29","2024-06-05","CUST-0186","PROD-0037","4","0.00","2903.76","1137.96","Standard Class"
"789","ORD-05132","2024-10-19","2024-10-24","CUST-0051","PROD-0019","12","0.15","1056.52","360.16","Second Class"
"790","ORD-03326","2024-05-12","2024-05-19","CUST-0237","PROD-0034","8","0.15","1262.96","228.64","Standard Class"
"791","ORD-02293","2025-03-31","2025-04-04","CUST-0223","PROD-0032","6","0.00","1073.82","322.80","Standard Class"
"792","ORD-05579","2025-08-26","2025-08-27","CUST-0083","PROD-0018","2","0.00","156.86","56.38","Standard Class"
"793","ORD-03078","2025-01-22","2025-01-23","CUST-0012","PROD-0039","1","0.05","611.95","193.78","First Class"
"794","ORD-04331","2023-10-17","2023-10-24","CUST-0033","PROD-0038","3","0.00","498.30","123.87","First Class"
"795","ORD-05067","2023-11-16","2023-11-23","CUST-0086","PROD-0017","10","0.15","795.52","296.82","Same Day"
"796","ORD-00645","2025-04-01","2025-04-04","CUST-0156","PROD-0016","7","0.20","203.28","34.44","Same Day"
"797","ORD-01114","2024-10-17","2024-10-22","CUST-0157","PROD-0011","9","0.15","3443.26","363.64","Standard Class"
"798","ORD-01623","2025-06-06","2025-06-09","CUST-0047","PROD-0013","7","0.00","3623.62","1462.02","First Class"
"799","ORD-03543","2024-09-05","2024-09-07","CUST-0217","PROD-0037","3","0.10","1960.04","635.69","Standard Class"
"800","ORD-03089","2024-05-31","2024-06-05","CUST-0067","PROD-0012","8","0.00","2212.56","773.92","First Class"
"801","ORD-05655","2025-04-22","2025-04-24","CUST-0247","PROD-0020","9","0.10","430.35","155.31","Standard Class"
"802","ORD-00664","2024-05-09","2024-05-15","CUST-0048","PROD-0012","9","0.00","2489.13","870.66","Standard Class"
"803","ORD-06425","2024-11-03","2024-11-04","CUST-0103","PROD-0001","4","0.00","1829.52","713.04","Standard Class"
"804","ORD-05098","2025-03-24","2025-03-28","CUST-0109","PROD-0028","8","0.00","185.52","60.48","Second Class"
"805","ORD-02846","2024-10-25","2024-10-27","CUST-0104","PROD-0014","6","0.00","1121.76","446.10","Standard Class"
"806","ORD-00360","2024-08-26","2024-09-01","CUST-0140","PROD-0012","9","0.00","2489.13","870.66","Second Class"
"807","ORD-04890","2023-07-27","2023-07-31","CUST-0240","PROD-0024","9","0.20","638.06","201.74","Standard Class"
"808","ORD-04045","2025-01-07","2025-01-11","CUST-0148","PROD-0003","8","0.00","1150.08","381.36","Second Class"
"809","ORD-03963","2025-02-18","2025-02-19","CUST-0180","PROD-0039","1","0.10","579.74","161.57","Standard Class"
"810","ORD-03292","2025-02-13","2025-02-20","CUST-0026","PROD-0028","6","0.05","132.18","38.40","Standard Class"
"811","ORD-00396","2024-09-04","2024-09-11","CUST-0030","PROD-0018","9","0.10","635.28","183.12","Standard Class"
"812","ORD-05393","2024-03-07","2024-03-12","CUST-0056","PROD-0006","7","0.00","4952.08","2152.29","Standard Class"
"813","ORD-03053","2024-11-22","2024-11-25","CUST-0231","PROD-0038","8","0.00","1328.80","330.32","Same Day"
"814","ORD-01378","2025-02-20","2025-02-27","CUST-0249","PROD-0027","1","0.00","70.70","30.88","First Class"
"815","ORD-05855","2025-03-04","2025-03-11","CUST-0076","PROD-0006","6","0.00","4244.64","1844.82","Standard Class"
"816","ORD-03304","2025-06-28","2025-06-30","CUST-0243","PROD-0034","3","0.00","557.19","169.32","First Class"
"817","ORD-02199","2025-12-15","2025-12-17","CUST-0135","PROD-0032","12","0.15","1825.49","323.45","Standard Class"
"818","ORD-05918","2025-06-13","2025-06-16","CUST-0160","PROD-0021","11","0.05","728.26","161.21","Standard Class"
"819","ORD-03280","2024-08-03","2024-08-06","CUST-0063","PROD-0027","8","0.00","565.60","247.04","Second Class"
"820","ORD-04810","2025-06-05","2025-06-07","CUST-0083","PROD-0018","11","0.00","862.73","310.09","Standard Class"
"821","ORD-00256","2024-09-12","2024-09-16","CUST-0168","PROD-0031","11","0.00","1940.29","525.80","Same Day"
"822","ORD-03735","2024-10-22","2024-10-28","CUST-0145","PROD-0010","11","0.20","1610.31","139.72","Second Class"
"823","ORD-05640","2025-04-25","2025-04-29","CUST-0097","PROD-0015","8","0.05","677.24","204.60","First Class"
"824","ORD-04838","2023-03-31","2023-04-05","CUST-0112","PROD-0032","4","0.00","715.88","215.20","Same Day"
"825","ORD-01255","2023-12-31","2024-01-06","CUST-0042","PROD-0017","10","0.00","935.90","437.20","Standard Class"
"826","ORD-05421","2024-06-16","2024-06-17","CUST-0079","PROD-0019","8","0.00","828.64","364.40","Standard Class"
"827","ORD-00843","2024-05-24","2024-05-29","CUST-0181","PROD-0029","5","0.00","233.10","83.20","Standard Class"
"828","ORD-00086","2024-12-29","2025-01-04","CUST-0158","PROD-0003","11","0.00","1581.36","524.37","Standard Class"
"829","ORD-06435","2025-12-08","2025-12-14","CUST-0138","PROD-0001","5","0.05","2172.55","776.95","Standard Class"
"830","ORD-00771","2025-01-10","2025-01-12","CUST-0020","PROD-0036","8","0.00","3971.12","1084.64","Standard Class"
"831","ORD-04946","2023-09-17","2023-09-20","CUST-0031","PROD-0040","6","0.00","539.10","151.14","Second Class"
"832","ORD-05647","2024-07-01","2024-07-08","CUST-0182","PROD-0002","7","0.05","929.94","309.25","Same Day"
"833","ORD-02718","2024-05-07","2024-05-12","CUST-0149","PROD-0024","3","0.00","265.86","120.42","Standard Class"
"834","ORD-02687","2024-02-12","2024-02-18","CUST-0148","PROD-0022","4","0.15","95.74","28.14","Same Day"
"835","ORD-05744","2024-08-23","2024-08-29","CUST-0248","PROD-0018","12","0.00","941.16","338.28","Standard Class"
"836","ORD-02505","2025-12-04","2025-12-07","CUST-0218","PROD-0017","11","0.00","1029.49","480.92","Same Day"
"837","ORD-00501","2024-05-03","2024-05-04","CUST-0206","PROD-0021","1","0.00","69.69","18.14","Second Class"
"838","ORD-01786","2024-08-30","2024-09-01","CUST-0101","PROD-0039","2","0.00","1288.32","451.98","Standard Class"
"839","ORD-04478","2024-07-01","2024-07-08","CUST-0033","PROD-0037","9","0.15","5553.44","1580.39","Same Day"
"840","ORD-04270","2024-02-20","2024-02-22","CUST-0195","PROD-0002","2","0.00","279.68","102.34","Standard Class"
"841","ORD-02213","2024-09-12","2024-09-14","CUST-0145","PROD-0007","9","0.05","3502.51","905.47","Second Class"
"842","ORD-01974","2025-05-17","2025-05-19","CUST-0086","PROD-0030","1","0.05","504.79","141.48","Standard Class"
"843","ORD-04094","2023-12-01","2023-12-05","CUST-0237","PROD-0009","7","0.00","3209.22","1385.93","Standard Class"
"844","ORD-00814","2024-01-25","2024-01-29","CUST-0079","PROD-0024","5","0.00","443.10","200.70","Standard Class"
"845","ORD-00712","2023-08-05","2023-08-11","CUST-0224","PROD-0010","12","0.00","2195.88","591.60","Standard Class"
"846","ORD-02323","2023-08-25","2023-08-27","CUST-0025","PROD-0026","4","0.20","247.33","71.17","Standard Class"
"847","ORD-03171","2024-12-03","2024-12-08","CUST-0196","PROD-0025","4","0.00","140.16","65.16","Second Class"
"848","ORD-01832","2023-05-22","2023-05-23","CUST-0155","PROD-0022","4","0.00","112.64","45.04","Standard Class"
"849","ORD-00690","2023-10-09","2023-10-10","CUST-0235","PROD-0024","9","0.15","677.94","241.62","Standard Class"
"850","ORD-00864","2025-04-16","2025-04-21","CUST-0169","PROD-0011","10","0.00","4501.00","1079.20","Standard Class"
"851","ORD-02485","2024-11-10","2024-11-16","CUST-0084","PROD-0001","2","0.00","914.76","356.52","Standard Class"
"852","ORD-06179","2023-12-27","2024-01-02","CUST-0042","PROD-0016","10","0.00","363.00","121.80","Standard Class"
"853","ORD-03633","2023-06-01","2023-06-06","CUST-0098","PROD-0036","1","0.10","446.75","85.94","Second Class"
"854","ORD-03068","2025-02-06","2025-02-07","CUST-0087","PROD-0002","1","0.10","125.86","37.19","Second Class"
"855","ORD-02662","2025-07-10","2025-07-15","CUST-0154","PROD-0027","11","0.00","777.70","339.68","Standard Class"
"856","ORD-05560","2025-07-19","2025-07-26","CUST-0059","PROD-0024","11","0.00","974.82","441.54","Standard Class"
"857","ORD-05295","2023-11-30","2023-12-02","CUST-0219","PROD-0018","11","0.20","690.18","137.54","Standard Class"
"858","ORD-03180","2024-10-25","2024-10-30","CUST-0172","PROD-0009","3","0.00","1375.38","593.97","Standard Class"
"859","ORD-04144","2024-04-30","2024-05-01","CUST-0030","PROD-0027","11","0.00","777.70","339.68","Second Class"
"860","ORD-05028","2025-12-16","2025-12-23","CUST-0125","PROD-0039","4","0.00","2576.64","903.96","First Class"
"861","ORD-04876","2024-04-06","2024-04-09","CUST-0108","PROD-0012","1","0.10","248.91","69.08","Standard Class"
"862","ORD-06376","2024-12-24","2024-12-27","CUST-0118","PROD-0015","8","0.00","712.88","240.24","Standard Class"
"863","ORD-06075","2024-06-28","2024-07-02","CUST-0176","PROD-0026","2","0.00","154.58","66.50","Standard Class"
"864","ORD-00837","2024-08-16","2024-08-21","CUST-0249","PROD-0003","12","0.00","1725.12","572.04","Standard Class"
"865","ORD-01678","2025-07-26","2025-07-28","CUST-0126","PROD-0033","1","0.05","750.51","261.27","Same Day"
"866","ORD-02099","2025-07-04","2025-07-10","CUST-0038","PROD-0040","1","0.00","89.85","25.19","Second Class"
"867","ORD-00688","2024-01-03","2024-01-05","CUST-0041","PROD-0035","3","0.10","1129.79","272.69","Second Class"
"868","ORD-02028","2025-03-29","2025-04-04","CUST-0036","PROD-0030","8","0.00","4250.88","1344.40","Same Day"
"869","ORD-03550","2025-10-06","2025-10-08","CUST-0062","PROD-0006","7","0.00","4952.08","2152.29","First Class"
"870","ORD-05043","2025-08-30","2025-09-02","CUST-0247","PROD-0004","12","0.05","6636.97","2753.89","First Class"
"871","ORD-04799","2025-12-23","2025-12-26","CUST-0246","PROD-0026","6","0.05","440.55","176.31","Standard Class"
"872","ORD-04749","2025-11-19","2025-11-20","CUST-0063","PROD-0023","8","0.00","52.24","15.12","Standard Class"
"873","ORD-02286","2024-01-07","2024-01-13","CUST-0130","PROD-0025","8","0.00","280.32","130.32","Second Class"
"874","ORD-03449","2023-04-07","2023-04-14","CUST-0201","PROD-0020","6","0.20","255.02","71.66","Standard Class"
"875","ORD-06312","2025-11-06","2025-11-07","CUST-0107","PROD-0008","5","0.15","625.73","193.13","Standard Class"
"876","ORD-00801","2025-04-30","2025-05-06","CUST-0069","PROD-0039","7","0.00","4509.12","1581.93","Standard Class"
"877","ORD-06124","2024-01-08","2024-01-12","CUST-0132","PROD-0017","5","0.20","374.36","125.01","Standard Class"
"878","ORD-00926","2025-07-05","2025-07-10","CUST-0147","PROD-0039","9","0.05","5507.57","1744.04","Second Class"
"879","ORD-05510","2025-05-23","2025-05-30","CUST-0213","PROD-0031","6","0.00","1058.34","286.80","Second Class"
"880","ORD-02343","2024-08-07","2024-08-08","CUST-0067","PROD-0035","12","0.10","4519.15","1090.75","Second Class"
"881","ORD-05353","2023-08-11","2023-08-15","CUST-0013","PROD-0014","6","0.00","1121.76","446.10","Standard Class"
"882","ORD-03376","2024-10-29","2024-11-05","CUST-0129","PROD-0003","10","0.00","1437.60","476.70","First Class"
"883","ORD-05239","2025-10-31","2025-11-06","CUST-0175","PROD-0039","4","0.00","2576.64","903.96","Standard Class"
"884","ORD-02674","2025-01-01","2025-01-05","CUST-0098","PROD-0010","6","0.00","1097.94","295.80","Second Class"
"885","ORD-05313","2025-05-22","2025-05-24","CUST-0070","PROD-0027","4","0.10","254.52","95.24","Second Class"
"886","ORD-02998","2025-03-02","2025-03-04","CUST-0171","PROD-0025","9","0.00","315.36","146.61","Standard Class"
"887","ORD-00783","2023-10-16","2023-10-21","CUST-0084","PROD-0024","5","0.00","443.10","200.70","Standard Class"
"888","ORD-02782","2024-02-18","2024-02-25","CUST-0002","PROD-0025","12","0.10","378.43","153.43","First Class"
"889","ORD-05704","2024-02-23","2024-02-28","CUST-0214","PROD-0011","10","0.00","4501.00","1079.20","First Class"
"890","ORD-02453","2025-09-25","2025-10-01","CUST-0058","PROD-0006","2","0.10","1273.39","473.45","Standard Class"
"891","ORD-02629","2023-11-21","2023-11-22","CUST-0218","PROD-0016","11","0.15","339.40","74.08","First Class"
"892","ORD-01750","2024-02-16","2024-02-18","CUST-0090","PROD-0027","6","0.15","360.57","121.65","Standard Class"
"893","ORD-06418","2025-04-17","2025-04-23","CUST-0150","PROD-0008","12","0.15","1501.75","463.51","Standard Class"
"894","ORD-06084","2023-08-06","2023-08-08","CUST-0059","PROD-0040","1","0.00","89.85","25.19","Same Day"
"895","ORD-03218","2025-05-10","2025-05-17","CUST-0156","PROD-0022","12","0.05","321.02","118.22","Standard Class"
"896","ORD-00135","2025-01-30","2025-02-03","CUST-0064","PROD-0029","9","0.00","419.58","149.76","Standard Class"
"897","ORD-04515","2025-09-29","2025-10-04","CUST-0218","PROD-0002","9","0.15","1069.78","271.75","Second Class"
"898","ORD-02147","2025-01-05","2025-01-11","CUST-0021","PROD-0015","2","0.00","178.22","60.06","Standard Class"
"899","ORD-02460","2025-10-11","2025-10-15","CUST-0147","PROD-0031","6","0.00","1058.34","286.80","First Class"
"900","ORD-01137","2024-08-25","2024-08-27","CUST-0178","PROD-0005","8","0.00","2087.68","801.84","Standard Class"
"901","ORD-05057","2024-11-07","2024-11-08","CUST-0039","PROD-0027","1","0.00","70.70","30.88","Standard Class"
"902","ORD-01025","2024-11-15","2024-11-19","CUST-0029","PROD-0038","12","0.00","1993.20","495.48","Second Class"
"903","ORD-05496","2024-01-01","2024-01-08","CUST-0062","PROD-0024","9","0.00","797.58","361.26","Same Day"
"904","ORD-01266","2024-02-29","2024-03-04","CUST-0191","PROD-0016","4","0.00","145.20","48.72","Standard Class"
"905","ORD-04406","2024-11-03","2024-11-06","CUST-0079","PROD-0040","3","0.00","269.55","75.57","Standard Class"
"906","ORD-05889","2025-01-31","2025-02-01","CUST-0147","PROD-0040","11","0.05","938.93","227.67","First Class"
"907","ORD-02100","2024-09-03","2024-09-10","CUST-0048","PROD-0033","8","0.05","6004.08","2090.16","Standard Class"
"908","ORD-03467","2025-01-30","2025-02-06","CUST-0187","PROD-0025","9","0.00","315.36","146.61","Standard Class"
"909","ORD-00543","2025-08-30","2025-09-04","CUST-0026","PROD-0007","2","0.10","737.37","160.25","First Class"
"910","ORD-06318","2024-05-10","2024-05-14","CUST-0144","PROD-0032","1","0.00","178.97","53.80","Standard Class"
"911","ORD-06446","2023-11-29","2023-12-03","CUST-0059","PROD-0004","10","0.20","4657.52","1421.62","Standard Class"
"912","ORD-02249","2025-05-20","2025-05-22","CUST-0181","PROD-0019","5","0.00","517.90","227.75","Standard Class"
"913","ORD-00110","2023-06-07","2023-06-09","CUST-0107","PROD-0018","9","0.00","705.87","253.71","Standard Class"
"914","ORD-00460","2025-02-01","2025-02-05","CUST-0095","PROD-0038","4","0.10","597.96","98.72","Standard Class"
"915","ORD-06050","2023-10-16","2023-10-20","CUST-0139","PROD-0035","3","0.15","1067.02","209.92","First Class"
"916","ORD-06178","2024-04-23","2024-04-24","CUST-0120","PROD-0029","1","0.05","44.29","14.31","Standard Class"
"917","ORD-01209","2025-05-29","2025-05-31","CUST-0216","PROD-0029","9","0.00","419.58","149.76","Same Day"
"918","ORD-04065","2024-03-03","2024-03-10","CUST-0200","PROD-0016","9","0.05","310.36","93.28","Standard Class"
"919","ORD-02637","2024-12-03","2024-12-07","CUST-0160","PROD-0038","3","0.00","498.30","123.87","Standard Class"
"920","ORD-04180","2025-09-28","2025-10-04","CUST-0080","PROD-0013","12","0.00","6211.92","2506.32","First Class"
"921","ORD-05327","2023-10-15","2023-10-21","CUST-0157","PROD-0026","7","0.00","541.03","232.75","Standard Class"
"922","ORD-04198","2023-08-23","2023-08-27","CUST-0015","PROD-0015","2","0.15","151.49","33.33","Standard Class"
"923","ORD-02367","2025-03-08","2025-03-11","CUST-0161","PROD-0007","9","0.00","3686.85","1089.81","Standard Class"
"924","ORD-01590","2025-05-03","2025-05-09","CUST-0139","PROD-0004","4","0.10","2095.88","801.52","Second Class"
"925","ORD-03753","2024-08-25","2024-08-26","CUST-0167","PROD-0032","3","0.10","483.22","107.71","Standard Class"
"926","ORD-05017","2025-06-17","2025-06-21","CUST-0094","PROD-0034","7","0.20","1040.09","135.06","Standard Class"
"927","ORD-03770","2024-12-22","2024-12-23","CUST-0116","PROD-0020","7","0.10","334.72","120.80","Standard Class"
"928","ORD-02280","2025-05-16","2025-05-17","CUST-0154","PROD-0026","11","0.00","850.19","365.75","Standard Class"
"929","ORD-05316","2025-10-09","2025-10-13","CUST-0010","PROD-0033","6","0.10","4266.05","1330.61","Standard Class"
"930","ORD-04501","2025-06-01","2025-06-04","CUST-0021","PROD-0007","8","0.00","3277.20","968.72","Second Class"
"931","ORD-04627","2025-08-24","2025-08-26","CUST-0114","PROD-0010","7","0.10","1152.84","217.01","Standard Class"
"932","ORD-05450","2023-12-28","2023-12-30","CUST-0247","PROD-0017","1","0.00","93.59","43.72","Standard Class"
"933","ORD-01685","2025-08-14","2025-08-20","CUST-0047","PROD-0039","3","0.00","1932.48","677.97","Standard Class"
"934","ORD-06010","2024-07-27","2024-08-02","CUST-0049","PROD-0013","12","0.00","6211.92","2506.32","Standard Class"
"935","ORD-04697","2024-05-15","2024-05-21","CUST-0170","PROD-0028","5","0.05","110.15","32.00","Standard Class"
"936","ORD-04968","2025-09-26","2025-09-29","CUST-0110","PROD-0026","3","0.00","231.87","99.75","First Class"
"937","ORD-03744","2025-01-29","2025-01-31","CUST-0074","PROD-0026","10","0.10","695.61","255.21","Standard Class"
"938","ORD-04866","2024-11-23","2024-11-28","CUST-0182","PROD-0030","9","0.05","4543.13","1273.34","Second Class"
"939","ORD-03793","2024-08-26","2024-08-29","CUST-0219","PROD-0034","4","0.00","742.92","225.76","Second Class"
"940","ORD-03033","2023-04-12","2023-04-18","CUST-0141","PROD-0029","3","0.00","139.86","49.92","Standard Class"
"941","ORD-00482","2023-09-06","2023-09-07","CUST-0232","PROD-0022","1","0.15","23.94","7.04","Standard Class"
"942","ORD-02633","2025-04-24","2025-04-27","CUST-0126","PROD-0037","6","0.20","3484.51","835.81","First Class"
"943","ORD-03287","2024-04-23","2024-04-28","CUST-0101","PROD-0004","3","0.10","1571.91","601.14","Same Day"
"944","ORD-04448","2024-06-20","2024-06-22","CUST-0131","PROD-0035","2","0.00","836.88","265.48","Second Class"
"945","ORD-03084","2025-06-24","2025-06-26","CUST-0105","PROD-0014","7","0.05","1243.28","455.01","Second Class"
"946","ORD-04524","2023-09-26","2023-09-28","CUST-0173","PROD-0011","1","0.00","450.10","107.92","Second Class"
"947","ORD-06283","2025-10-19","2025-10-24","CUST-0093","PROD-0003","2","0.00","287.52","95.34","Standard Class"
"948","ORD-01842","2024-02-28","2024-03-01","CUST-0244","PROD-0015","11","0.05","931.20","281.32","Second Class"
"949","ORD-05543","2024-10-12","2024-10-18","CUST-0090","PROD-0040","1","0.05","85.36","20.70","Standard Class"
"950","ORD-01978","2023-08-04","2023-08-09","CUST-0075","PROD-0015","9","0.00","801.99","270.27","Standard Class"
"951","ORD-05815","2024-12-03","2024-12-05","CUST-0049","PROD-0005","8","0.00","2087.68","801.84","Standard Class"
"952","ORD-03203","2023-04-16","2023-04-20","CUST-0116","PROD-0002","12","0.05","1594.18","530.14","Second Class"
"953","ORD-05875","2024-11-13","2024-11-16","CUST-0068","PROD-0026","7","0.00","541.03","232.75","Standard Class"
"954","ORD-06378","2023-04-14","2023-04-17","CUST-0144","PROD-0038","12","0.05","1893.54","395.82","First Class"
"955","ORD-02865","2025-07-22","2025-07-29","CUST-0121","PROD-0010","3","0.00","548.97","147.90","Second Class"
"956","ORD-01631","2025-01-14","2025-01-15","CUST-0097","PROD-0040","6","0.15","458.23","70.27","First Class"
"957","ORD-00381","2023-04-24","2023-04-29","CUST-0072","PROD-0005","2","0.10","469.73","148.27","Standard Class"
"958","ORD-04385","2025-03-10","2025-03-11","CUST-0106","PROD-0028","6","0.15","118.27","24.49","Standard Class"
"959","ORD-03359","2025-08-01","2025-08-02","CUST-0027","PROD-0016","8","0.10","261.36","68.40","Standard Class"
"960","ORD-02900","2023-07-26","2023-07-31","CUST-0085","PROD-0021","3","0.05","198.62","43.97","First Class"
"961","ORD-00305","2025-05-24","2025-05-31","CUST-0021","PROD-0029","6","0.00","279.72","99.84","Second Class"
"962","ORD-06289","2025-01-13","2025-01-19","CUST-0073","PROD-0040","7","0.00","628.95","176.33","Standard Class"
"963","ORD-01216","2023-08-04","2023-08-09","CUST-0072","PROD-0038","5","0.10","747.45","123.40","First Class"
"964","ORD-02452","2024-02-01","2024-02-03","CUST-0051","PROD-0009","9","0.00","4126.14","1781.91","First Class"
